Incident Number,Date Reported,Date Occurred,Badge ID,Offense Classification,Offense Code Name,NIBRS Code,NIBRS Group,Was Offense Completed,LMPD Division,LMPD Beat,Location Category,Block Address,City,Zip Code,ObjectId
LMPD23129686,12/31/2023,12/31/2023,8566,15 UNAUTHORIZED USE,UNAUTHORIZED USE OF MOTOR VEHICLE 1ST OFFENSE 514.100 00701 240,240,A,Yes,8th Division,812,Other Residence (Apartment/Condo),8700 BLOCK BAYBERRY PL,PLANTATION,40242,
LMPD23129595,12/31/2023,12/31/2023,7633,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,8th Division,824,Residence/Home,10700 BLOCK WARD AVE,LOUISVILLE,40223,
LMPD23129708,12/31/2023,12/31/2023,5475,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,424,Residence/Home,500 BLOCK LONGFIELD AVE,LOUISVILLE,40215,
LMPD23129697,12/31/2023,12/31/2023,5530,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,8th Division,823,Residence/Home,14600 BLOCK LANDIS LAKES DR,LOUISVILLE,40245,
LMPD23129619,12/31/2023,12/31/2023,8584,18 SHOPLIFTING,TBUT OR DISP SHOPLIFTING 514.030 24230 23C,23C,A,Yes,8th Division,812,Department/Discount Store,4100 BLOCK TOWNE CENTER DR,LOUISVILLE,40241,
LMPD23129704,12/31/2023,12/31/2023,5373,50 DRUNK DRIVING,OPER MTR VEH UNDER INFL ALC .08 (189A010(1B) - 1ST 189A.010(5A) 03114 90D,90D,B,No,4th Division,423,Highway/ Road/ Alley/ Street/ Sidewalk,S 7TH ST / INDUSTRY RD,LOUISVILLE,40208,
LMPD24000008,12/31/2023,12/31/2023,5599,21 THEFT FR VEH,"TBUT OR DISP CONTENTS FROM VEH $500 < $1,000 514.030 24141 23F",23F,A,Yes,1st Division,134,Parking/ Drop Lot/ Garage,700 BLOCK E MARKET ST,LOUISVILLE,40202,
LMPD24000024,12/31/2023,12/31/2023,5506,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,4th Division,436,Residence/Home,100 BLOCK E KINGSTON AVE,LOUISVILLE,40214,
LMPD24000048,12/31/2023,12/31/2023,5113,46 WPNS LAW VIOLATION,UNLAWFULLY PROV/PERMIT MINOR TO POSSESS HANDGUN 527.110 52203 520,520,A,Yes,5th Division,512,Drug Store/Doctor's Office/Hospital,900 BLOCK BAXTER AVE,LOUISVILLE,40204,
LMPD23129689,12/31/2023,12/31/2023,5559,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,6th Division,613,Residence/Home,5200 BLOCK RED LEAF RD,LOUISVILLE,40218,
LMPD23129658,12/31/2023,12/31/2023,5559,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,6th Division,613,Residence/Home,5800 BLOCK RUSSETT PL,LOUISVILLE,40218,
LMPD23129707,12/31/2023,12/31/2023,5460,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,3rd Division,331,Residence/Home,1700 BLOCK BRICK KILN LN,LOUISVILLE,40216,
LMPD23129565,12/31/2023,12/31/2023,5408,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,1st Division,111,Highway/ Road/ Alley/ Street/ Sidewalk,2400 BLOCK CLEVELAND AVE,LOUISVILLE,40212,
LMPD24900088,12/31/2023,12/31/2023,8185,23 THEFT OTHER,THEFT OF MAIL MATTER 514.140 23265 23H,23H,A,Yes,6th Division,625,Residence/Home,2500 BLOCK HIKES LN,LOUISVILLE,40218,
LMPD23129467,12/31/2023,12/31/2023,5597,21 THEFT FR VEH,TBUT OR DISP CONTENTS FROM VEH 514.030 24140 23F,23F,A,No,3rd Division,334,Highway/ Road/ Alley/ Street/ Sidewalk,4700 BLOCK SEVILLE DR,LOUISVILLE,40272,
LMPD23129463,12/31/2023,12/31/2023,5518,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,1st Division,112,Residence/Home,500 BLOCK S 18TH ST,LOUISVILLE,40203,
LMPD24000161,12/31/2023,12/31/2023,5287,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,4th Division,423,Residence/Home,1200 BLOCK CENTRAL AVE,LOUISVILLE,40208,
LMPD24000052,12/31/2023,12/31/2023,5456,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,6th Division,612,Specialty Store,4500 BLOCK POPLAR LEVEL RD,LOUISVILLE,40213,
LMPD23129579,12/31/2023,12/31/2023,5454,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,Yes,2nd Division,225,Highway/ Road/ Alley/ Street/ Sidewalk,W HILL ST / MCCLOSKEY AVE,LOUISVILLE,40210,
LMPD23129536,12/31/2023,12/31/2023,7232,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE-POLICE OFFICER 508.060 13221 13A,13A,A,Yes,3rd Division,323,Parking/ Drop Lot/ Garage,100 BLOCK OUTER LOOP,LOUISVILLE,40214,
LMPD23129516,12/31/2023,12/31/2023,5363,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,6th Division,611,Residence/Home,700 BLOCK PARKWAY DR,LOUISVILLE,40245,
LMPD24000029,12/31/2023,12/31/2023,5373,50 DRUNK DRIVING,OPER MTR VEH UNDER INFL ALC .08 (189A010(1E) - 1ST (AGG CIR)189A.010(5A) 03128 90D,90D,B,No,4th Division,411,Highway/ Road/ Alley/ Street/ Sidewalk,1400 BLOCK S BROOK ST,LOUISVILLE,40208,
LMPD23129701,12/31/2023,12/31/2023,5427,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,No,3rd Division,316,Residence/Home,11600 BLOCK DEERING RD,LOUISVILLE,40272,
LMPD24000046,12/31/2023,12/31/2023,5427,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,3rd Division,315,Residence/Home,100 BLOCK MINETTE CIR,LOUISVILLE,40258,
LMPD23129565,12/31/2023,12/31/2023,5408,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,1st Division,111,Highway/ Road/ Alley/ Street/ Sidewalk,2400 BLOCK CLEVELAND AVE,LOUISVILLE,40212,
LMPD24000047,12/31/2023,12/31/2023,5549,11 SIMPLE ASSAULT,HARASSMENT - PHYSICAL CONTACT - NO INJURY 525.070 02407 13B,13B,A,Yes,1st Division,112,Residence/Home,2800 BLOCK W CHESTNUT ST,LOUISVILLE,40211,
LMPD24000045,12/31/2023,12/31/2023,7106,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,7th Division,723,Other Residence (Apartment/Condo),7500 BLOCK FRONTGATE DR,LOUISVILLE,40228,
LMPD24000030,12/31/2023,12/31/2023,7090,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,7th Division,712,Residence/Home,8500 BLOCK LONG BOW LN,LOUISVILLE,40291,
LMPD24000069,12/31/2023,12/31/2023,5478,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,No,4th Division,424,Hotel/ Motel/ Etc.,800 BLOCK PHILLIPS LN,LOUISVILLE,40209,
LMPD23129571,12/31/2023,12/31/2023,5273,34 NARCOTICS,POSS OF MARIJUANA 218A.1422 42330 35A,35A,A,Yes,4th Division,424,Highway/ Road/ Alley/ Street/ Sidewalk,I264E TO AIRPORT,LOUISVILLE,40209,
LMPD23129711,12/31/2023,12/31/2023,5549,27 FRAUD,OBSCURING THE IDENTITY OF A MACHINE $10000 OR MORE 514.120 23238 26A,26A,A,Yes,1st Division,123,Highway/ Road/ Alley/ Street/ Sidewalk,300 BLOCK W MAIN ST,LOUISVILLE,40202,
LMPD23129675,12/31/2023,12/31/2023,5467,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,6th Division,625,Other Residence (Apartment/Condo),3400 BLOCK LESWAY CT,LOUISVILLE,40220,
LMPD23129691,12/31/2023,12/31/2023,5520,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,331,Residence/Home,7400 BLOCK NOTTOWAY CIR,LOUISVILLE,40214,
LMPD23129563,12/31/2023,12/31/2023,5587,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,5th Division,514,Residence/Home,2600 BLOCK MEADOW RD,SENECA GARDENS,40205,
LMPD23129485,12/31/2023,12/31/2023,5335,46 WPNS LAW VIOLATION,POSSESSION OF HANDGUN BY CONVICTED FELON 527.040 52197 520,520,A,Yes,1st Division,112,Highway/ Road/ Alley/ Street/ Sidewalk,S 26TH ST / W BROADWAY,LOUISVILLE,40211,
LMPD24000084,12/31/2023,12/31/2023,5413,9 AGGRAVATED ASSAULT,STRANGULATION 1ST DEGREE 508.170 13225 13A,13A,A,Yes,4th Division,411,Residence/Home,200 BLOCK W OAK ST,LOUISVILLE,40203,
LMPD23129505,12/31/2023,12/31/2023,5131,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,Yes,4th Division,423,Highway/ Road/ Alley/ Street/ Sidewalk,DENMARK ST / CLIFF AVE,LOUISVILLE,40214,
LMPD23129585,12/31/2023,12/31/2023,5566,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,4th Division,450,Residence/Home,4400 BLOCK YOLANDA DR,LOUISVILLE,40216,
LMPD23129474,12/31/2023,12/31/2023,5454,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,2nd Division,225,Other Residence (Apartment/Condo),1700 BLOCK DE SOTO TER,LOUISVILLE,40210,
LMPD24000084,12/31/2023,12/31/2023,5413,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,Yes,4th Division,411,Residence/Home,200 BLOCK W OAK ST,LOUISVILLE,40203,
LMPD23129642,12/31/2023,12/31/2023,5250,12 INTIMIDATION,MENACING 508.050 00803 13C,13C,A,Yes,1st Division,135,Shelter - Mission/ Homeless,400 BLOCK E JEFFERSON ST,LOUISVILLE,40202,
LMPD23129644,12/31/2023,12/31/2023,8578,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,6th Division,612,Bar/Nightclub,4500 BLOCK POPLAR LEVEL RD,LOUISVILLE,40213,
LMPD24000079,12/31/2023,12/31/2023,5565,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,2nd Division,211,Residence/Home,100 BLOCK S 46TH ST,LOUISVILLE,40212,
LMPD24000154,12/31/2023,12/31/2023,2569,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,Yes,2nd Division,236,Residence/Home,2700 BLOCK MELVIN CT,LOUISVILLE,40216,
LMPD23129577,12/31/2023,12/31/2023,5224,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $10,000,000 OR MORE 514.030 24100 23H",23H,A,Yes,3rd Division,331,Residence/Home,5500 BLOCK BAYSHORE CT,LOUISVILLE,40258,
LMPD23129607,12/31/2023,12/31/2023,5129,34 NARCOTICS,TRAF IN MARIJUANA-LESS THAN 8 OZ-1ST OFFENSE 218A.1421(2) 42301 35A,35A,A,Yes,2nd Division,211,Convenience Store,3300 BLOCK W MARKET ST,LOUISVILLE,40212,
LMPD23129576,12/31/2023,12/31/2023,8584,22 THEFT MV PARTS,THEFT OF MOTOR VEHICLE REGISTRATION PLATE/DECAL 186.990(6) 28200 23G,23G,A,Yes,3rd Division,322,Parking/ Drop Lot/ Garage,5500 BLOCK NEW CUT RD,LOUISVILLE,40214,
LMPD23129635,12/31/2023,12/31/2023,7441,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,7th Division,724,Other Residence (Apartment/Condo),10800 BLOCK SOUTHGATE MANOR DR,LOUISVILLE,40229,
LMPD23129559,12/31/2023,12/31/2023,5597,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,Yes,2nd Division,223,Highway/ Road/ Alley/ Street/ Sidewalk,1600 BLOCK W OAK ST,LOUISVILLE,40210,
LMPD24000089,12/31/2023,12/31/2023,5351,46 FAMILY OFFENSES,VIOLATION OF KENTUCKY EPO/DVO 403.763 02763 90F,90F,B,No,1st Division,123,Other Residence (Apartment/Condo),1000 BLOCK W LIBERTY ST,LOUISVILLE,40203,
LMPD23129652,12/31/2023,12/31/2023,5500,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,2nd Division,211,Residence/Home,3800 BLOCK DUNCAN ST,LOUISVILLE,40212,
LMPD23129607,12/31/2023,12/31/2023,5129,9 AGGRAVATED ASSAULT,WANTON ENDANGERMENT-1ST DEGREE 508.060 13201 13A,13A,A,Yes,2nd Division,211,Convenience Store,3300 BLOCK W MARKET ST,LOUISVILLE,40212,
LMPD23129463,12/31/2023,12/31/2023,5518,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,999,B,Yes,1st Division,112,Residence/Home,500 BLOCK S 18TH ST,LOUISVILLE,40203,
LMPD23129652,12/31/2023,12/31/2023,5500,56 ALL OTHER OFFENSES,VIOLATION OF COURT ORDER 215.570 (2) 60289 90Z,90Z,B,No,2nd Division,211,Residence/Home,3800 BLOCK DUNCAN ST,LOUISVILLE,40212,
LMPD23129410,12/30/2023,12/30/2023,5557,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,7th Division,723,Residence/Home,8700 BLOCK REDCOAT CT,LOUISVILLE,40291,
LMPD23129153,12/30/2023,12/29/2023,8499,22 THEFT MV PARTS,"TBUT PARTS FROM VEHICLE $1,000 < $10,000 514.030 24242 23G",23G,A,Yes,6th Division,613,Auto Dealership New/Used,1500 BLOCK GARDINER LN,WATTERSON PARK,40218,
LMPD23129236,12/30/2023,08/10/2023,5597,19 THEFT FR BLDG,TBUT OR DISP FROM BUILDING 514.030 24160 23D,23D,A,Yes,6th Division,613,Residence/Home,5400 BLOCK REVERE DR,LOUISVILLE,40218,
LMPD23129223,12/30/2023,9/30/2023,5597,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,6th Division,624,Parking/ Drop Lot/ Garage,4100 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD23129086,12/30/2023,12/29/2023,8249,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,No,4th Division,411,Highway/ Road/ Alley/ Street/ Sidewalk,1100 BLOCK GARVIN PL,LOUISVILLE,40203,
LMPD24000468,12/30/2023,12/30/2023,8173,13 BURGLARY,BURGLARY - 3RD DEGREE 511.040 22062 220,220,A,Yes,1st Division,134,Other/Unknown,1600 BLOCK MELLWOOD AVE,LOUISVILLE,40206,
LMPD23129093,12/30/2023,12/30/2023,5520,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,3rd Division,331,Residence/Home,1600 BLOCK BRICK KILN LN,LOUISVILLE,40216,
LMPD23129278,12/30/2023,12/30/2023,5408,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,1st Division,111,Residence/Home,300 BLOCK N 25TH ST,LOUISVILLE,40212,
LMPD23129273,12/30/2023,12/30/2023,2013,24 VANDALISM,CRIMINAL MISCHIEF-2ND DEGREE 512.030 01402 290,290,A,Yes,8th Division,823,Residence/Home,18000 BLOCK SHELBYVILLE RD,LOUISVILLE,40023,
LMPD23129274,12/30/2023,12/30/2023,5224,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,3rd Division,316,Specialty Store,13500 BLOCK DIXIE HWY,LOUISVILLE,40210,
LMPD23129200,12/30/2023,12/29/2023,5597,23 THEFT OTHER,"TBUT OR DISP ALL OTHERS $10,000 < $1,000,000 514.030 24098 23H",23H,A,Yes,7th Division,724,Highway/ Road/ Alley/ Street/ Sidewalk,100 BLOCK I65N,LOUISVILLE,40229,
LMPD23129199,12/30/2023,12/30/2023,5273,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,Yes,4th Division,424,Parking/ Drop Lot/ Garage,900 BLOCK PHILLIPS LN,LOUISVILLE,40209,
LMPD23129089,12/30/2023,12/30/2023,5141,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,7th Division,711,Residence/Home,4100 BLOCK HICKORYVIEW DR,LOUISVILLE,40299,
LMPD23129172,12/30/2023,12/29/2023,5597,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,Yes,4th Division,435,Residence/Home,4000 BLOCK PARTHENIA AVE,LOUISVILLE,40215,
LMPD24900019,12/30/2023,12/30/2023,8185,99 NON-REPORTABLE,LEAVING SCENE OF ACCIDENT/FAILURE TO RENDER AID OR ASSISTANC189.580(1)(a) 00569 999,999,B,Yes,3rd Division,323,Highway/ Road/ Alley/ Street/ Sidewalk,600 BLOCK SINCLAIR ST,LOUISVILLE,40118,
LMPD23129112,12/30/2023,12/29/2023,8566,14 AUTO THEFT,"TBUT OR DISP AUTO $1,000 < $10,000 514.030 24112 240",240,A,No,7th Division,735,Parking/ Drop Lot/ Garage,1300 BLOCK BATES AVE,LOUISVILLE,40219,
LMPD23129360,12/30/2023,12/30/2023,7691,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) NO VISIBLE INJURY 508.030 00797 13B,13B,A,Yes,3rd Division,NULL,Residence/Home,10000 BLOCK 3RD ST RD,LOUISVILLE METRO  PD,40272,
LMPD23129100,12/30/2023,12/29/2023,5536,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,Yes,4th Division,423,Residence/Home,1300 BLOCK ARCADE AVE,LOUISVILLE,40215,
LMPD23129217,12/30/2023,12/30/2023,5451,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,2nd Division,223,Residence/Home,2700 BLOCK VIRGINIA AVE,LOUISVILLE,40211,
LMPD23129296,12/30/2023,12/30/2023,5100,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,3rd Division,315,Other Residence (Apartment/Condo),100 BLOCK PARADISE LN,LOUISVILLE,40258,
LMPD23129424,12/30/2023,12/30/2023,5467,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,6th Division,625,Other Residence (Apartment/Condo),3100 BLOCK CHURCHILL PL,LOUISVILLE,40220,
LMPD23129238,12/30/2023,12/30/2023,5591,55 TRESPASSING,CRIMINAL TRESPASS-1ST DEGREE 511.060 02616 90J,90J,B,No,3rd Division,315,Department/Discount Store,10400 BLOCK DIXIE HWY,LOUISVILLE,40272,
LMPD23129192,12/30/2023,12/30/2023,5040,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,7th Division,735,Residence/Home,5200 BLOCK LOWERFIELD DR,LOUISVILLE,40219,
LMPD23129424,12/30/2023,12/30/2023,5467,13 BURGLARY,BURGLARY - 2ND DEGREE 511.030 22061 220,220,A,Yes,6th Division,625,Other Residence (Apartment/Condo),3100 BLOCK CHURCHILL PL,LOUISVILLE,40220,
LMPD23129353,12/30/2023,12/30/2023,5500,12 INTIMIDATION,TERRORISTIC THREATENING 3RD DEGREE 508.080 00822 13C,13C,A,Yes,2nd Division,211,Residence/Home,200 BLOCK GLENDORA AVE,LOUISVILLE,40212,
LMPD23129278,12/30/2023,12/30/2023,5408,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,1st Division,111,Residence/Home,300 BLOCK N 25TH ST,LOUISVILLE,40212,
LMPD23129187,12/30/2023,12/29/2023,8499,23 LARCENY,"TBUT OR DISP ALL OTHERS $1,000 < $10,000 514.030 24097 23H",23H,A,Yes,3rd Division,316,Highway/ Road/ Alley/ Street/ Sidewalk,PENDLETON RD & MEDORA RD,LOUISVILLE,40272,
LMPD23129225,12/30/2023,5/31/2023,8566,19 THEFT FR BLDG,"TBUT OR DISP FROM BUILDING $10,000 < $1,000,000 514.030 24163 23D",23D,A,Yes,3rd Division,322,Rental Storage Facility,6700 BLOCK STRAWBERRY LN,LOUISVILLE,40214,
LMPD23129276,12/30/2023,12/29/2023,8578,28 FRAUD CREDIT CARD/ATM,FRAUDULENT USE OF A CREDIT CARD 434.650(1)(B) 71200 26B,26B,A,Yes,6th Division,625,Residence/Home,3200 BLOCK AINSLIE WAY,LOUISVILLE,40220,
LMPD23129360,12/30/2023,12/30/2023,7691,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,3rd Division,334,Residence/Home,10000 BLOCK 3RD STREET RD,LOUISVILLE,40203,
LMPD23129234,12/30/2023,12/30/2023,5454,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,2nd Division,223,Residence/Home,2300 BLOCK HALE AVE,LOUISVILLE,40210,
LMPD23129137,12/30/2023,12/23/2023,5585,23 THEFT OTHER,TBUT OR DISP FIREARM 514.030 23100 23H,23H,A,Yes,2nd Division,234,Residence/Home,1700 BLOCK S 32ND ST,LOUISVILLE,40211,
LMPD23129083,12/30/2023,12/30/2023,5495,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,5th Division,525,Drug Store/Doctor's Office/Hospital,3200 BLOCK FRANKFORT AVE,LOUISVILLE,40206,
LMPD23129429,12/30/2023,12/30/2023,5547,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,5th Division,514,Residence/Home,2700 BLOCK GARDINER LN,LOUISVILLE,40205,
LMPD23129176,12/30/2023,12/30/2023,7975,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,3rd Division,322,Other Residence (Apartment/Condo),1100 BLOCK ROYAL GARDENS CT,LOUISVILLE,40214,
LMPD23129165,12/30/2023,12/29/2023,5597,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,8th Division,815,Parking/ Drop Lot/ Garage,7400 BLOCK STEEPLECREST CIR,LOUISVILLE,40222,
LMPD24001040,12/30/2023,12/30/2023,5322,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,6th Division,625,Residence/Home,3200 BLOCK LAYSIDE CT,LOUISVILLE,40220,
LMPD23129411,12/30/2023,12/30/2023,5557,24 VANDALISM,CRIMINAL MISCHIEF - 1ST DEGREE 512.020 01401 290,290,A,Yes,7th Division,723,Residence/Home,8700 BLOCK REDCOAT CT,LOUISVILLE,40291,
LMPD23129329,12/30/2023,12/30/2023,5351,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,1st Division,123,Residence/Home,900 BLOCK W CHESTNUT ST,LOUISVILLE,40203,
LMPD23129283,12/30/2023,12/30/2023,5321,8 ROBBERY,ROBBERY - 1ST DEGREE 515.020 12002 120,120,A,Yes,3rd Division,331,Department/Discount Store,4800 BLOCK CANE RUN RD,LOUISVILLE,40216,
LMPD23129111,12/30/2023,12/30/2023,5131,24 VANDALISM,CRIMINAL MISCHIEF-3RD DEGREE 512.040 01403 290,290,A,Yes,4th Division,423,Residence/Home,3400 BLOCK GLENDALE AVE,LOUISVILLE,40215,
LMPD23129178,12/30/2023,12/30/2023,7116,56 ALL OTHER OFFENSES,DOMESTIC ABUSE DUTIES OF LAW ENFORCEMENT 403.785 03018 90Z,90Z,B,No,4th Division,423,Residence/Home,1400 BLOCK LARCHMONT AVE,LOUISVILLE,40215,
LMPD23129382,12/30/2023,12/30/2023,5386,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,13B,A,Yes,2nd Division,236,Other Residence (Apartment/Condo),3200 BLOCK MELODY ACRES LN,LOUISVILLE,40216,
LMPD23129358,12/30/2023,12/30/2023,5436,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,Yes,5th Division,512,Residence/Home,1200 BLOCK BARDSTOWN RD,LOUISVILLE,40204,
LMPD23129260,12/30/2023,12/30/2023,5403,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (DOMESTIC VIOLENCE) MINOR INJURY 508.030 00798 13B,999,B,Yes,1st Division,123,Residence/Home,1100 BLOCK W MUHAMMAD ALI BLVD,LOUISVILLE,40203,
LMPD23129269,12/30/2023,12/30/2023,5322,9 AGGRAVATED ASSAULT,ASSAULT - 2ND DEGREE - DOMESTIC VIOLENCE 508.020 13161 13A,13A,A,Yes,6th Division,625,Residence/Home,3300 BLOCK BARDSTOWN RD,LOUISVILLE,40218,
LMPD23129281,12/30/2023,12/30/2023,8173,23 LARCENY,TBUT OR DISP ALL OTHERS 514.030 24095 23H,23H,A,Yes,5th Division,521,Other Residence (Apartment/Condo),600 BLOCK N HITE AVE,LOUISVILLE,40206,
LMPD23129145,12/30/2023,12/29/2023,8566,14 AUTO THEFT,"TBUT OR DISP AUTO $10,000 < $1,000,000 514.030 24113 240",240,A,No,4th Division,423,Parking/ Drop Lot/ Garage,500 BLOCK W EVELYN AVE,LOUISVILLE,40215,
LMPD23129133,12/30/2023,12/30/2023,7799,35 NARCOTICS EQUIP,DRUG PARAPHERNALIA - BUY/POSSESS 218A.500(2) 42081 35B,35B,A,Yes,7th Division,724,Department/Discount Store,9800 BLOCK PRESTON CROSSING BLVD,LOUISVILLE,40229,
LMPD23129106,12/30/2023,12/30/2023,5454,11 SIMPLE ASSAULT,ASSAULT - 4TH DEGREE (NO VISIBLE INJURY) 508.030 00795 13B,13B,A,Yes,2nd Division,223,Residence/Home,3100 BLOCK W KENTUCKY ST,LOUISVILLE,40211,
